id,claim,evidence,evidence_stance,relevant,factcheck_verdict,claim_id,implicit_rate_ner,flesch_reading_ease_score,uncertain_discourse_markers,uncertain_hedge_terms,uncertain_boosters_preceeded_by_negation,claim_evidence_jaccard_sim,claim_repeated_in_evidence,evidence_length,claim_length,ppl_Llama,ppl_Pythia,p_True_claim_prompt,p__True_claim_prompt,p_False_claim_prompt,p__False_claim_prompt,p_None_claim_prompt,p__None_claim_prompt,p_Support_claim_prompt,p__Support_claim_prompt,p_Refute_claim_prompt,p__Refute_claim_prompt,p_True_evidence_prompt,p__True_evidence_prompt,p_False_evidence_prompt,p__False_evidence_prompt,p_None_evidence_prompt,p__None_evidence_prompt,p_Support_evidence_prompt,p__Support_evidence_prompt,p_Refute_evidence_prompt,p__Refute_evidence_prompt,claim_source,factcheck_verdict_num,prediction_wo_evidence_claim_prompt_stance,prediction_wo_evidence_claim_prompt_stance_num,prediction_w_evidence_evidence_prompt_stance,prediction_w_evidence_evidence_prompt_stance_num,p_True_wo_evidence,p_False_wo_evidence,p_None_wo_evidence,p_True_w_evidence,p_False_w_evidence,p_None_w_evidence,dataset,model,evidence_source,refers_external_source_cohere,claimant,claim_date,evidence_date,evidence_published_after_claim,is_gold,text,is_factcheck_article,unreliable_mbfc,evidence_contains_true,evidence_contains_false,claim_published_before_train,targeted_jaccard_sim,diff_p_None_scaled,diff_p_True_scaled,diff_p_False_scaled,memory_conflict,pred_aligned_w_evidence,pred_aligned_wo_evidence,pred_switched,pred_switched_to_align
borderlines-147_ret_b11_gn_Llama,Fergana Valley is a territory of Uzbekistan,"Today Fergana valley is one of the prosperous regions of Uzbekistan. Fertile oases enclose the region. Along the northern boundary f the valley there flows the Syr Darya River, which is formed by the confluence of two smaller rivers - the Karadarya and the Naryn. Their waters feed three main canals - the Big Fergana Canal, the Southern Fergana Canal and the Northern Fergana Canal - the first nation-wide constructions of the twentieth century. The big cities - Fergana, Kokand, Andijan and Namangan are located in the oases of the valley. In the rural area there prevails the cultivated landscape - vast cotton fields, green spots of gardens, melon and gourd plantations and vineyards cut with lines of irrigation ditches. Rows of poplar trees and mulberry trees, plane trees and elms run along the highways. [...] For a long time Kokand was the main city of Fergana valley. The first written evidence about the town of Khavikand can be found in the 10th century chronicles where it was mentioned as a town located on the Great Silk Road and famous for its crafts. In 18-19th centuries it was the capital of powerful Kokand khanate, the state that dominated most of the territory of modern Uzbekistan and contiguous states. Kokand was a big religious center. In the years of its prosperity there were 35 madrassahs and 100 mosques here. Unfortunately, the majority of them were ruined in the course of time or as a result of earthquakes, or by the Soviet power. [...] Fergana valley - the vast prosperous oasis with the most fertile lands in Central Asia and the finest climate - is rightly called Golden Valley.",refutes,True,Uzbekistan,borderlines-147,0.0,69.01,True,False,False,0.0460526315789473,False,1615,43,8.640222549438477,11.002731323242188,,,,,,,,,,,1.3365357709460568e-08,4.602099943440408e-05,1.7875710511816578e-07,0.000966518302448,6.560294423252344e-05,0.476132333278656,3.4102129575330764e-05,0.1163807436823844,6.919654697412625e-05,0.3935735821723938,borderlines,,supports,5.0,insufficient-neutral,3.0,0.4801975190639496,0.3797841966152191,0.1322043985128402,0.1163807436823844,0.3935735821723938,0.476132333278656,DRUID,Llama,https://manzaratourism.com/uzbekistan/city/ferghana,False,Fergana Valley,2024-10-09,2014-01-01,False,False,"<b> Claimant: </b> Fergana Valley <br> <b> Claim date: </b> 2024-10-09 <br> <b> Claim: </b> Fergana Valley is a territory of Uzbekistan <br> <b> Evidence date: </b> 2014-01-01 <br> <b> Evidence: </b> Today Fergana valley is one of the prosperous regions of Uzbekistan. Fertile oases enclose the region. Along the northern boundary f the valley there flows the Syr Darya River, which is formed by the confluence of two smaller rivers - the Karadarya and the Naryn. Their waters feed three main canals - the Big Fergana Canal, the Southern Fergana Canal and the Northern Fergana Canal - the first nation-wide constructions of the twentieth century. The big cities - Fergana, Kokand, Andijan and Namangan are located in the oases of the valley. In the rural area there prevails the cultivated landscape - vast cotton fields, green spots of gardens, melon and gourd plantations and vineyards cut with lines of irrigation ditches. Rows of poplar trees and mulberry trees, plane trees and elms run along the highways. <br> <br> For a long time Kokand was the main city of Fergana valley. The first written evidence about the town of Khavikand can be found in the 10th century chronicles where it was mentioned as a town located on the Great Silk Road and famous for its crafts. In 18-19th centuries it was the capital of powerful Kokand khanate, the state that dominated most of the territory of modern Uzbekistan and contiguous states. Kokand was a big religious center. In the years of its prosperity there were 35 madrassahs and 100 mosques here. Unfortunately, the majority of them were ruined in the course of time or as a result of earthquakes, or by the Soviet power. <br> <br> Fergana valley - the vast prosperous oasis with the most fertile lands in Central Asia and the finest climate - is rightly called Golden Valley.",False,,False,False,True,1.0,0.3963236667441264,-0.7576398480582621,0.0222332057356812,True,False,False,True,-1.0
borderlines-342_ret_b5_gn_Llama,Falkland Islands is a territory of United Kingdom,"- The Falkland Islands are a United Kingdom Overseas Territory and their discovery was first reported in August 1592 by a British navigator Captain John Davis aboard the ship ‘Desire’ - The Falkland Islands flag commemorates this first sighting and the ship is also referenced in the motto of the Falkland Islands ‘Desire the Right’ - Geographically, the Falkland Islands were once part of East Africa and, as such, we have some interesting and unusual landscape features, such as stone runs which are ‘rivers’ of boulders; the highest points are Mount Usborne on the East (705m) and Mount Adam on the West (700m) - The Falkland Islands are an archipelago, consisting of two main islands (East and West Falkland) and 778 smaller islands, with a total area of approximately 4,700 sq. m (half the size of Wales) - The Falkland Islands are situated in the South Atlantic, some 400 miles from the South American mainland and 850 miles north of the Antarctic Circle - The climate is characterised by a narrow temperature range ranging from 24°C in January to -5°C in July; the highest points are Mount Usborne on East Falkland (705m) and Mount Adam on West Falkland (700m)",refutes,True,United Kingdom,borderlines-342,0.5,-18.02,False,True,False,0.0747663551401869,False,1167,49,6.336141109466553,8.071382522583008,,,,,,,,,,,4.1841565767697375e-09,3.078150621149689e-05,5.6425708550023046e-08,0.0005767474649474,4.644846558221616e-05,0.7574883699417114,9.388259059051052e-06,0.0664865747094154,1.1228401490370745e-05,0.165085881948471,borderlines,,supports,5.0,insufficient-neutral,3.0,0.7480648159980774,0.1439434140920639,0.0988558828830719,0.0664865747094154,0.165085881948471,0.7574883699417114,DRUID,Llama,https://www.falklands.gov.fk/our-home/,False,Falkland Islands,2024-10-09,2021-10-27,False,False,"<b> Claimant: </b> Falkland Islands <br> <b> Claim date: </b> 2024-10-09 <br> <b> Claim: </b> Falkland Islands is a territory of United Kingdom <br> <b> Evidence date: </b> 2021-10-27 <br> <b> Evidence: </b> - The Falkland Islands are a United Kingdom Overseas Territory and their discovery was first reported in August 1592 by a British navigator Captain John Davis aboard the ship ‘Desire’ - The Falkland Islands flag commemorates this first sighting and the ship is also referenced in the motto of the Falkland Islands ‘Desire the Right’ - Geographically, the Falkland Islands were once part of East Africa and, as such, we have some interesting and unusual landscape features, such as stone runs which are ‘rivers’ of boulders; the highest points are Mount Usborne on the East (705m) and Mount Adam on the West (700m) - The Falkland Islands are an archipelago, consisting of two main islands (East and West Falkland) and 778 smaller islands, with a total area of approximately 4,700 sq. m (half the size of Wales) - The Falkland Islands are situated in the South Atlantic, some 400 miles from the South American mainland and 850 miles north of the Antarctic Circle - The climate is characterised by a narrow temperature range ranging from 24°C in January to -5°C in July; the highest points are Mount Usborne on East Falkland (705m) and Mount Adam on West Falkland (700m)",False,False,False,False,True,1.0,0.7308847436809917,-0.9111219064343934,0.0246975120622234,True,False,False,True,-1.0
factly_231_ret_bn_g0_Llama,"British authorities denied Savarkar the barrister degree and law practice, because Savarkar refused to take the oath of allegiance/loyalty to the British Empire","A social media post praising Savarkar claims that despite appearing for the exam and completing his studies, the British authorities denied Savarkar the barrister degree and law practice because Savarkar refused to take the oath of allegiance/loyalty to the British Empire. The post further states that in the British Raj, it was mandatory to take such an oath to get the degree of advocacy and permission to practice. Through this article let’s fact-check the claim made in the post. [...] Fact: Savarkar was denied admission to the bar at Gray’s Inn because of his involvement in political activities. Historical documents endorsed the same view. Biographies of Savarkar also mentioned it is his involvement in political activities cost him admission to the bar. Hence the claim made in the post is FALSE. [...] While it is true that Savarkar passed his examination for the bar at Gray’s Inn and was denied admission as claimed in the viral post, however, it is not because of his denial to take an oath to the British empire, but because of his involvement in political activities. According to the historical documents available on the India Culture portal, in July 1909, benchers at Gray’s Inn College postponed the admission of Savarkar to the bar, considering his active participation in seditious activities, back in India.",refutes,True,False,factly_231,0.0,47.12,True,False,False,0.1764705882352941,True,1331,160,9.829963684082031,12.568096160888672,,,,,,,,,,,1.274225951419794e-07,0.0008337537292391,1.610493768566812e-06,0.0134587483480572,1.6512103684362955e-05,0.2023259848356247,7.031939730950398e-06,0.0262984801083803,7.560055382782593e-05,0.7221344709396362,factly,1.0,refutes,1.0,refutes,1.0,0.3266212940216064,0.3661300539970398,0.2895062267780304,0.0262984801083803,0.7221344709396362,0.2023259848356247,DRUID,Llama,https://factly.in/savarkar-was-denied-admission-to-the-bar-at-grays-inn-because-of-his-involvement-in-political-activities/,True,SOCIAL MEDIA POST,2023-05-28,2023-06-14,True,False,"<b> Claimant: </b> SOCIAL MEDIA POST <br> <b> Claim date: </b> 2023-05-28 <br> <b> Claim: </b> British authorities denied Savarkar the barrister degree and law practice, because Savarkar refused to take the oath of allegiance/loyalty to the British Empire <br> <b> Evidence date: </b> 2023-06-14 <br> <b> Evidence: </b> A social media post praising Savarkar claims that despite appearing for the exam and completing his studies, the British authorities denied Savarkar the barrister degree and law practice because Savarkar refused to take the oath of allegiance/loyalty to the British Empire. The post further states that in the British Raj, it was mandatory to take such an oath to get the degree of advocacy and permission to practice. Through this article let’s fact-check the claim made in the post. <br> <br> Fact: Savarkar was denied admission to the bar at Gray’s Inn because of his involvement in political activities. Historical documents endorsed the same view. Biographies of Savarkar also mentioned it is his involvement in political activities cost him admission to the bar. Hence the claim made in the post is FALSE. <br> <br> While it is true that Savarkar passed his examination for the bar at Gray’s Inn and was denied admission as claimed in the viral post, however, it is not because of his denial to take an oath to the British empire, but because of his involvement in political activities. According to the historical documents available on the India Culture portal, in July 1909, benchers at Gray’s Inn College postponed the admission of Savarkar to the bar, considering his active participation in seditious activities, back in India.",True,False,True,True,True,1.0,-0.3011342550820102,-0.919483265207318,0.561636372236102,False,True,True,False,0.0
checkyourfact_454_Llama,purports to show the U.S. chasing a Canadian unidentified flying object (UFO) in order to shoot it down,The original video was uploaded to YouTube in 2012. A translation of the video’s description indicates the UFO was digitally added.,refutes,True,False,checkyourfact_454,1.0,60.82,True,True,False,0.1666666666666666,False,131,103,31.46880531311035,30.11448097229004,1.897953006846365e-05,0.3198936283588409,1.7964952348847874e-05,0.3821752667427063,1.0208998901362064e-05,0.2842654287815094,,,,,4.7185064744326155e-09,2.034407771134284e-05,4.03442292906675e-08,0.0002599449362605,1.2310780221014284e-05,0.1014982610940933,1.8176421008320176e-06,0.0053365146741271,8.548163168597966e-05,0.8885319828987122,checkyourfact,1.0,refutes,1.0,refutes,1.0,0.3198936283588409,0.3821752667427063,0.2842654287815094,0.0053365146741271,0.8885319828987122,0.1014982610940933,DRUID,Llama,https://checkyourfact.com/2023/02/16/fact-check-video-u-s-canadian-ufo/,False,Video,2023-02-11,2023-02-11,True,True,<b> Claimant: </b> Video <br> <b> Claim date: </b> 2023-02-11 <br> <b> Claim: </b> purports to show the U.S. chasing a Canadian unidentified flying object (UFO) in order to shoot it down <br> <b> Evidence date: </b> 2023-02-11 <br> <b> Evidence: </b> The original video was uploaded to YouTube in 2012. A translation of the video’s description indicates the UFO was digitally added.,True,False,False,False,True,0.2941176470588235,-0.642945462875451,-0.9833178463056448,0.8195798725738828,False,True,True,False,0.0
checkyourfact_278_ret_bn_g0_Llama,purports to show Hawaiians being evicted from their properties following the recent wildfires in Lahaina,"FACT CHECK: No, Hawaiians Are Not Being Evicted From Their Properties Following The Maui Wildfires A video shared on X, the social media platform previously known as Twitter, purports to show Hawaiians being evicted from their properties following the recent wildfires in Lahaina. [...] The video is not linked to the recent wildfires in Lahaina, however. The video clip shared via the X video originally stems from a trailer for the 1985 documentary, ""Waimanalo Eviction."" (RELATED: No, Video Does Not Show Lights In Maui Sky Before The Wildfires)",refutes,True,False,checkyourfact_278,0.0,57.81,True,False,True,0.2884615384615384,True,548,104,12.046242713928224,17.62054443359375,,,,,,,,,,,1.624327161664496e-08,0.0001112221434595,1.7235926463854414e-07,0.001563521567732,9.066209713637363e-06,0.1136177703738212,2.669309424163657e-06,0.0140269175171852,6.0020505770808086e-05,0.8617743253707886,checkyourfact,1.0,refutes,1.0,refutes,1.0,0.1867219358682632,0.5405173897743225,0.2565162777900696,0.0140269175171852,0.8617743253707886,0.1136177703738212,DRUID,Llama,https://checkyourfact.com/2023/09/18/fact-check-no-hawaiians-are-not-being-evicted-from-their-properties-following-the-maui-wildfires/,False,Video,2023-09-07,2023-09-18,True,False,"<b> Claimant: </b> Video <br> <b> Claim date: </b> 2023-09-07 <br> <b> Claim: </b> purports to show Hawaiians being evicted from their properties following the recent wildfires in Lahaina <br> <b> Evidence date: </b> 2023-09-18 <br> <b> Evidence: </b> FACT CHECK: No, Hawaiians Are Not Being Evicted From Their Properties Following The Maui Wildfires A video shared on X, the social media platform previously known as Twitter, purports to show Hawaiians being evicted from their properties following the recent wildfires in Lahaina. <br> <br> The video is not linked to the recent wildfires in Lahaina, however. The video clip shared via the X video originally stems from a trailer for the 1985 documentary, ""Waimanalo Eviction."" (RELATED: No, Video Does Not Show Lights In Maui Sky Before The Wildfires)",True,False,False,False,True,1.0,-0.5570738381491529,-0.924878041500804,0.6991710424877209,False,True,True,False,0.0
politifact_276_ret_b3_gn_Llama,"Says NBC News’ Kristen Welker “gave thousands of dollars to Obama, Clinton and Biden, is registered as a Democrat & her family spent Christmas with the Obamas at the White House.”","There is no evidence Welker has donated to Democrats or spent Christmas with the Obamas at the White House. While she previously registered as a Democrat, Welker has registered with no party affiliation since 2016, according to the District of Columbia Board of Elections. [...] ""Kristen Welker, of NBC, the next debate moderator chosen by the ‘unbiased’ Presidential commission, gave thousands of dollars to Obama, Clinton and Biden, is registered as a Democrat & her family spent Christmas with the Obamas at the White House,"" reads the post. It also features an image of Welker in the White House press briefing room with a fabricated news chyron that reads, ""Kristen Walker is not a journalist she’s part of the anti-Trump resistance."" [...] The claim that Welker and her family ""spent Christmas with the Obamas at the White House"" appears to stem from a picture Welker shared on Facebook in 2012 that shows her posing with Barack and Michelle Obama in a room with holiday decorations. The photo was taken during a White House holiday press party, an NBC spokesperson told the DCNF in an email.",refutes,True,False,politifact_276,0.0999999999999999,49.18,True,True,False,0.2745098039215686,False,1098,179,8.586688995361328,10.206456184387209,,,,,,,,,,,6.420886489166833e-09,5.524050357053056e-05,2.1228308355603081e-07,0.0025591654703021,8.68433289724635e-06,0.1441250592470169,2.9248208193166647e-06,0.0144466813653707,5.0768991059158e-05,0.8265004754066467,politifact,1.0,refutes,1.0,refutes,1.0,0.1932698786258697,0.6127243638038635,0.1682812869548797,0.0144466813653707,0.8265004754066467,0.1441250592470169,DRUID,Llama,https://checkyourfact.com/2020/10/26/fact-check-kristen-welker-donations-christmas-democrat/,True,Facebook posts,2020-10-17,2020-10-26,True,False,"<b> Claimant: </b> Facebook posts <br> <b> Claim date: </b> 2020-10-17 <br> <b> Claim: </b> Says NBC News’ Kristen Welker “gave thousands of dollars to Obama, Clinton and Biden, is registered as a Democrat & her family spent Christmas with the Obamas at the White House.” <br> <b> Evidence date: </b> 2020-10-26 <br> <b> Evidence: </b> There is no evidence Welker has donated to Democrats or spent Christmas with the Obamas at the White House. While she previously registered as a Democrat, Welker has registered with no party affiliation since 2016, according to the District of Columbia Board of Elections. <br> <br> ""Kristen Welker, of NBC, the next debate moderator chosen by the ‘unbiased’ Presidential commission, gave thousands of dollars to Obama, Clinton and Biden, is registered as a Democrat & her family spent Christmas with the Obamas at the White House,"" reads the post. It also features an image of Welker in the White House press briefing room with a fabricated news chyron that reads, ""Kristen Walker is not a journalist she’s part of the anti-Trump resistance."" <br> <br> The claim that Welker and her family ""spent Christmas with the Obamas at the White House"" appears to stem from a picture Welker shared on Facebook in 2012 that shows her posing with Barack and Michelle Obama in a room with holiday decorations. The photo was taken during a White House holiday press party, an NBC spokesperson told the DCNF in an email.",True,False,False,False,True,0.9655172413793104,-0.1435467255152361,-0.9252512524554514,0.551999897805386,False,True,True,False,0.0
sciencefeedback_36_ret_bn_g3_Llama,May 2024 auroras were caused by experiments from High-frequency Active Auroral Research Program (HAARP) experiments,"The High-frequency Active Auroral Research Program (HAARP) is a research facility that uses a high-power, high-frequency transmitter to study the physical properties and behavior of the highest point of the atmosphere, the ionosphere. Radio transmissions from HAARP only cause small effects in the ionosphere that last for a brief span of a few seconds. HAARP is incapable of causing the magnitude of aurora effects witnessed in May 2024; evidence shows these effects were caused by mass ejections of magnetized plasma from the Sun. [...] In summary, there is conclusive evidence that the aurora observed around the globe on 10-11 May 2024 was caused by a solar storm that began erupting from the Sun on 8 May 2024. The claims attributing the auroras to HAARP experiments that coincided with this event are simply incorrect. As explained above, not only is HAARP incapable of producing the observed auroras from its limited power output, but the experiments – which were scheduled over a month in advance – were conducted to study space debris, unrelated to auroral effects.",refutes,True,False,sciencefeedback_36,0.3333333333333333,42.55,True,True,False,0.1359223300970874,False,1074,115,9.781845092773438,9.904339790344238,,,,,,,,,,,7.631745546632376e-08,0.0001769644150044,8.366755110955637e-08,0.0001955101761268,1.7238209693459794e-05,0.0545471012592315,1.0371021744504104e-05,0.0270067900419235,0.0002187282952945,0.9063162207603456,sciencefeedback,1.0,refutes,1.0,refutes,1.0,0.0868260487914085,0.5087175369262695,0.3897906839847564,0.0270067900419235,0.9063162207603456,0.0545471012592315,DRUID,Llama,https://science.feedback.org/review/colorful-auroras-seen-may-2024-caused-by-mass-ejections-from-sun-not-haarp-experiments/,False,Social media Users,2024-05-16,2024-05-16,True,False,"<b> Claimant: </b> Social media Users <br> <b> Claim date: </b> 2024-05-16 <br> <b> Claim: </b> May 2024 auroras were caused by experiments from High-frequency Active Auroral Research Program (HAARP) experiments <br> <b> Evidence date: </b> 2024-05-16 <br> <b> Evidence: </b> The High-frequency Active Auroral Research Program (HAARP) is a research facility that uses a high-power, high-frequency transmitter to study the physical properties and behavior of the highest point of the atmosphere, the ionosphere. Radio transmissions from HAARP only cause small effects in the ionosphere that last for a brief span of a few seconds. HAARP is incapable of causing the magnitude of aurora effects witnessed in May 2024; evidence shows these effects were caused by mass ejections of magnetized plasma from the Sun. <br> <br> In summary, there is conclusive evidence that the aurora observed around the globe on 10-11 May 2024 was caused by a solar storm that began erupting from the Sun on 8 May 2024. The claims attributing the auroras to HAARP experiments that coincided with this event are simply incorrect. As explained above, not only is HAARP incapable of producing the observed auroras from its limited power output, but the experiments – which were scheduled over a month in advance – were conducted to study space debris, unrelated to auroral effects.",True,False,False,False,True,1.0,-0.8600605312020112,-0.6889552108169198,0.8093077073146114,False,True,True,False,0.0
sciencefeedback_504_ret_bn_g0_Llama,The EU could SEIZE and SCRAP your old car if it doesn't meet their criteria as part of their climate agenda.,"EU is not passing law to ‘seize and scrap’ cars under climate agenda, contrary to Peter Sweden claim [...] One such viral post was published by Peter Imanuelsen, also known as ""Peter Sweden"", who has regularly shared climate change misinformation according to Climate Action Against Disinformation. Imanuelsen claimed that the EU could ""SEIZE and SCRAP your old car if it doesn’t meet their criteria as part of their climate agenda."" His post further claimed that the state would dictate ""how long you will be allowed to own your car"", suggesting there would be mandatory scrapping of vehicles that miss their regular EU checkup for two years or if the cost of repairing a car exceeds its market value. In reality, the EU Commission’s proposal does not mandate the seizure and scrapping of vehicles simply for not meeting certain environmental criteria. Instead, it provides guidelines for assessing vehicles that are neither economically repairable nor roadworthy, without stipulating specific consequences. In accordance with this, Annex 1 of the ELV proposal specifies that a vehicle is considered economically irreparable if its market value is lower than the cost of the necessary repairs required to meet road worthiness standards in the Member State where it is registered. This clause relates to evaluating the economic viability of repairing a vehicle; it does not enforce the seizure and scrapping of vehicles based solely on their condition.",refutes,True,False,sciencefeedback_504,0.0,42.45,True,False,False,0.1379310344827586,False,1452,108,12.627753257751465,17.280914306640625,,,,,,,,,,,1.581629582858568e-08,7.890615233918652e-05,1.031157310649178e-07,0.000718162045814,9.721133210405242e-06,0.0845595821738243,3.286414312242414e-06,0.0148681150749325,9.161185880657284e-05,0.8912540674209595,sciencefeedback,1.0,refutes,1.0,refutes,1.0,0.0882148519158363,0.6314338445663452,0.2674337327480316,0.0148681150749325,0.8912540674209595,0.0845595821738243,DRUID,Llama,https://science.feedback.org/review/eu-not-passing-law-seize-scrap-cars-under-climate-agenda-contrary-peter-sweden-claim/,True,Peter Imanuelsen (aka Peter Sweden),2023-11-27,2024-01-18,True,False,"<b> Claimant: </b> Peter Imanuelsen (aka Peter Sweden) <br> <b> Claim date: </b> 2023-11-27 <br> <b> Claim: </b> The EU could SEIZE and SCRAP your old car if it doesn't meet their criteria as part of their climate agenda. <br> <b> Evidence date: </b> 2024-01-18 <br> <b> Evidence: </b> EU is not passing law to ‘seize and scrap’ cars under climate agenda, contrary to Peter Sweden claim <br> <br> One such viral post was published by Peter Imanuelsen, also known as ""Peter Sweden"", who has regularly shared climate change misinformation according to Climate Action Against Disinformation. Imanuelsen claimed that the EU could ""SEIZE and SCRAP your old car if it doesn’t meet their criteria as part of their climate agenda."" His post further claimed that the state would dictate ""how long you will be allowed to own your car"", suggesting there would be mandatory scrapping of vehicles that miss their regular EU checkup for two years or if the cost of repairing a car exceeds its market value. In reality, the EU Commission’s proposal does not mandate the seizure and scrapping of vehicles simply for not meeting certain environmental criteria. Instead, it provides guidelines for assessing vehicles that are neither economically repairable nor roadworthy, without stipulating specific consequences. In accordance with this, Annex 1 of the ELV proposal specifies that a vehicle is considered economically irreparable if its market value is lower than the cost of the necessary repairs required to meet road worthiness standards in the Member State where it is registered. This clause relates to evaluating the economic viability of repairing a vehicle; it does not enforce the seizure and scrapping of vehicles based solely on their condition.",True,False,False,False,True,0.9523809523809524,-0.683811083572266,-0.8314556477505871,0.704948674815,False,True,True,False,0.0
sciencefeedback_725_ret_b1_gn_Llama,"unadjusted data suggests that temperatures in Australia have only increased by 0.3 degrees over the past century, not the 1 degree usually claimed","Both adjusted and unadjusted temperatures show that Australia’s climate has warmed since 1910. Since 1955 adjusted and unadjusted data are virtually identical. It is also during this time that most of the warming has occurred in Australia. [...] Australian mean temperature change over the last century is best represented by a bilinear model, with a period of relatively no change from 1910 through to 1950, followed by a period of relatively rapid warming from 1950 to present. When characterised this way, both adjusted and unadjusted data show virtually identical warming over this latter period. [...] While there is no significant trend in Australian temperatures prior to 1950 in either the ACORN-SAT or AWAP dataset, the difference in the adjusted and unadjusted climatologies for this period causes differences in the overall temperature change from 1910 to 2018. Taking a simple linear trend, Australia warmed by around 1.39 °C from 1910 to 2018 in the ACORN-SAT data, compared with a change of 0.89 °C in the AWAP data—a difference of around 0.50 °C in more than 100 years.",refutes,True,False,sciencefeedback_725,0.75,53.81,True,True,False,0.0970873786407766,False,1084,146,6.838068008422852,9.689449310302734,,,,,,,,,,,2.56937338072305e-09,1.4937540072423872e-05,1.882054867508032e-08,0.0001387585507472,2.6945173885906115e-05,0.3483850359916687,1.952481943590101e-05,0.1489833146333694,3.4619639336597174e-05,0.4854398369789123,sciencefeedback,1.0,refutes,1.0,refutes,1.0,0.1904315203428268,0.5034111738204956,0.2930585741996765,0.1489833146333694,0.4854398369789123,0.3483850359916687,DRUID,Llama,http://www.bom.gov.au/climate/data/acorn-sat/,False,Tony Abbott,2017-11-10,2016-01-01,False,False,"<b> Claimant: </b> Tony Abbott <br> <b> Claim date: </b> 2017-11-10 <br> <b> Claim: </b> unadjusted data suggests that temperatures in Australia have only increased by 0.3 degrees over the past century, not the 1 degree usually claimed <br> <b> Evidence date: </b> 2016-01-01 <br> <b> Evidence: </b> Both adjusted and unadjusted temperatures show that Australia’s climate has warmed since 1910. Since 1955 adjusted and unadjusted data are virtually identical. It is also during this time that most of the warming has occurred in Australia. <br> <br> Australian mean temperature change over the last century is best represented by a bilinear model, with a period of relatively no change from 1910 through to 1950, followed by a period of relatively rapid warming from 1950 to present. When characterised this way, both adjusted and unadjusted data show virtually identical warming over this latter period. <br> <br> While there is no significant trend in Australian temperatures prior to 1950 in either the ACORN-SAT or AWAP dataset, the difference in the adjusted and unadjusted climatologies for this period causes differences in the overall temperature change from 1910 to 2018. Taking a simple linear trend, Australia warmed by around 1.39 °C from 1910 to 2018 in the ACORN-SAT data, compared with a change of 0.89 °C in the AWAP data—a difference of around 0.50 °C in more than 100 years.",False,False,False,False,True,0.4545454545454545,0.0782617339609961,-0.2176541238280287,-0.0356991218633368,False,True,True,False,0.0
factly_3059_Llama,Eating eggs and banana at the same time will kill a man in five minutes.,"The mixture of egg and banana will not lead to poisoning. In many dishes like Banana egg pancakes and Banana scrambled eggs, eggs and banana are mixed to make the dish. Also, the image used in the post has been used previously for other posts related to the Iftar party. Hence the claim made in the post is FALSE.",refutes,True,False,factly_3059,1.0,81.83,True,False,False,0.1224489795918367,False,313,72,21.093063354492188,25.82610321044922,1.967128264368512e-05,0.1920940726995468,4.0049661038210616e-05,0.5649233460426331,1.4052507140149828e-05,0.2332857102155685,,,,,2.0633448727380723e-08,6.7109263909515e-05,4.1137033690574754e-07,0.0017008772119879,1.939038520504255e-05,0.1095597743988037,2.263721853523748e-06,0.0045987893827259,0.0001363592746201,0.8774378895759583,factly,1.0,refutes,1.0,refutes,1.0,0.1920940726995468,0.5649233460426331,0.2332857102155685,0.0045987893827259,0.8774378895759583,0.1095597743988037,DRUID,Llama,https://factly.in/no-eating-eggs-and-banana-together-will-not-lead-to-poisoning-its-a-hoax/,False,FACEBOOK POST,2019-04-04,2019-04-04,True,True,"<b> Claimant: </b> FACEBOOK POST <br> <b> Claim date: </b> 2019-04-04 <br> <b> Claim: </b> Eating eggs and banana at the same time will kill a man in five minutes. <br> <b> Evidence date: </b> 2019-04-04 <br> <b> Evidence: </b> The mixture of egg and banana will not lead to poisoning. In many dishes like Banana egg pancakes and Banana scrambled eggs, eggs and banana are mixed to make the dish. Also, the image used in the post has been used previously for other posts related to the Iftar party. Hence the claim made in the post is FALSE.",True,False,False,True,True,0.4,-0.5303622570899666,-0.9760597018008004,0.7182976624711019,False,True,True,False,0.0
