,Argument,Debate,Scheme,id,evidence_stance_x,prediction_w_evidence,p_True_w_evidence,p__True_w_evidence,p_False_w_evidence,p__False_w_evidence,p_None_w_evidence,p__None_w_evidence,p_Support_w_evidence,p__Support_w_evidence,p_Refute_w_evidence,p__Refute_w_evidence,targeted_jaccard_sim,evidence_stance_y,prediction_wo_evidence,p_True_wo_evidence,p__True_wo_evidence,p_False_wo_evidence,p__False_wo_evidence,p_None_wo_evidence,p__None_wo_evidence,p_Support_wo_evidence,p__Support_wo_evidence,p_Refute_wo_evidence,p__Refute_wo_evidence,diff_p_None_scaled,diff_p_True_scaled,diff_p_False_scaled
10,"Countries, like Canada, use checks like requiring people to be ""mentally competent"" and ""suffering intolerably"".",Should euthanasia be legalized?,0,11,supports,"True

Argument: ""Countries, like",0.7633434534072876,0.7633434534072876,0.0523535944521427,0.0523535944521427,0.157524824142456,0.157524824142456,9.49145771755866e-07,9.49145771755866e-07,7.671418984500633e-07,7.671418984500633e-07,0.25,supports,"True
Question: Is it ethical to clone humans",0.8530840277671814,0.8530840277671814,0.0414886772632598,0.0414886772632598,0.0857969149947166,0.0857969149947166,1.668513078811884e-07,1.668513078811884e-07,5.030142915529723e-07,5.030142915529723e-07,0.07845949146772445,-0.10519546895606074,0.011335199627962044
11,The current medical standards in countries with legal euthanasia are too easily attainable.,Should euthanasia be legalized?,0,12,refutes,"None

Argument: ""The current medical standards",0.2948544025421142,0.2948544025421142,0.0844772085547447,0.0844772085547447,0.5772969126701355,0.5772969126701355,2.4569592369516613e-06,2.4569592369516613e-06,2.850122427844326e-06,2.850122427844326e-06,0.25,refutes,"True
Question: Is it ethical to clone humans",0.8530840277671814,0.8530840277671814,0.0414886772632598,0.0414886772632598,0.0857969149947166,0.0857969149947166,1.668513078811884e-07,1.668513078811884e-07,5.030142915529723e-07,5.030142915529723e-07,0.5376267108884001,-0.6543665184848776,0.044849268101230265
12,"States such as Oregon have ""Death with Dignity"" regulations that set the standards for a person to become eligible for euthanasia.",Should euthanasia be legalized?,0,13,insufficient-neutral,"True

Argument: ""The United States has",0.7749966382980347,0.7749966382980347,0.0097557678818702,0.0097557678818702,0.1899210959672927,0.1899210959672927,1.6264427813439395e-06,1.6264427813439395e-06,1.2373322988423752e-06,1.2373322988423752e-06,0.25,insufficient-neutral,"True
Question: Is it ethical to clone humans",0.8530840277671814,0.8530840277671814,0.0414886772632598,0.0414886772632598,0.0857969149947166,0.0857969149947166,1.668513078811884e-07,1.668513078811884e-07,5.030142915529723e-07,5.030142915529723e-07,0.1138961163885969,-0.09153540205591315,-0.7648571001681609
13,Quality of life is something too difficult to compute and can not be valued or 'measured' neither by experts since it involves feelings.,Should euthanasia be legalized?,1,14,refutes,"True

In this context, the argument suggests",0.5432906150817871,0.5432906150817871,0.0555006302893161,0.0555006302893161,0.3733978271484375,0.3733978271484375,4.456273359210172e-07,4.456273359210172e-07,7.247386974995607e-07,7.247386974995607e-07,0.25,refutes,"True
Question: Is it ethical to clone humans",0.8530840277671814,0.8530840277671814,0.0414886772632598,0.0414886772632598,0.0857969149947166,0.0857969149947166,1.668513078811884e-07,1.668513078811884e-07,5.030142915529723e-07,5.030142915529723e-07,0.3145919291576869,-0.36314525017685745,0.014618453317848551
14,"This is our life, therefore we should be able to decide when to end it.",Should euthanasia be legalized?,1,15,supports,"True

Argument: ""The government should not",0.955122709274292,0.955122709274292,0.0012871942017227,0.0012871942017227,0.0226385090500116,0.0226385090500116,3.1407003575623094e-07,3.1407003575623094e-07,4.632597381259984e-07,4.632597381259984e-07,0.5,supports,"True
Question: Is it ethical to clone humans",0.8530840277671814,0.8530840277671814,0.0414886772632598,0.0414886772632598,0.0857969149947166,0.0857969149947166,1.668513078811884e-07,1.668513078811884e-07,5.030142915529723e-07,5.030142915529723e-07,-0.7361384258232866,0.6945377004033931,-0.9689748074262524
15,The ability to choose when we die is an integral part of our human freedom.,Should euthanasia be legalized?,1,16,supports,"True

Argument: ""The ability to choose",0.9680145382881165,0.9680145382881165,0.0011603069724515,0.0011603069724515,0.0185806769877672,0.0185806769877672,3.2269099392578937e-07,3.2269099392578937e-07,3.907630627963954e-07,3.907630627963954e-07,0.0,supports,"True
Question: Is it ethical to clone humans",0.8530840277671814,0.8530840277671814,0.0414886772632598,0.0414886772632598,0.0857969149947166,0.0857969149947166,1.668513078811884e-07,1.668513078811884e-07,5.030142915529723e-07,5.030142915529723e-07,-0.7834342063591516,0.782287376751685,-0.97203316545647
16,God gave life so only he can take it.,Should euthanasia be legalized?,4,17,refutes,"False

In this case, the argument is",0.1203822940587997,0.1203822940587997,0.7849911451339722,0.7849911451339722,0.0753333121538162,0.0753333121538162,1.979122146167356e-07,1.979122146167356e-07,4.985240025234816e-07,4.985240025234816e-07,0.0,refutes,"True
Question: Is it ethical to clone humans",0.8530840277671814,0.8530840277671814,0.0414886772632598,0.0414886772632598,0.0857969149947166,0.0857969149947166,1.668513078811884e-07,1.668513078811884e-07,5.030142915529723e-07,5.030142915529723e-07,-0.12195779815095635,-0.8588857719281391,0.7756845957206485
17,"Deuteronomy 32:29 states, ""It is I who bring both death and life.""",Should euthanasia be legalized?,4,18,refutes,"True

This question is based on the interpretation",0.6657066941261292,0.6657066941261292,0.0369743406772613,0.0369743406772613,0.2647998332977295,0.2647998332977295,7.760759217489976e-07,7.760759217489976e-07,1.209073616337264e-06,1.209073616337264e-06,0.0,refutes,"True
Question: Is it ethical to clone humans",0.8530840277671814,0.8530840277671814,0.0414886772632598,0.0414886772632598,0.0857969149947166,0.0857969149947166,1.668513078811884e-07,1.668513078811884e-07,5.030142915529723e-07,5.030142915529723e-07,0.1958021376639507,-0.21964698381645253,-0.1088088819355097
18,"Certain deities (e. g. Moloch, Kukulkan) even fancy human sacrifice.",Should euthanasia be legalized?,0,19,not_applicable,"None

Argument: ""Certain deities",0.0355952084064483,0.0355952084064483,0.0134052792564034,0.0134052792564034,0.947153389453888,0.947153389453888,2.9598439255096313e-08,2.9598439255096313e-08,1.1435231073164689e-07,1.1435231073164689e-07,0.0,not_applicable,"True
Question: Is it ethical to clone humans",0.8530840277671814,0.8530840277671814,0.0414886772632598,0.0414886772632598,0.0857969149947166,0.0857969149947166,1.668513078811884e-07,1.668513078811884e-07,5.030142915529723e-07,5.030142915529723e-07,0.9421937954346254,-0.9582746748879905,-0.6768930672013876
19,Euthanasia is a selfish act.,Should euthanasia be legalized?,1,20,refutes,"True

In this scenario, the argument suggests",0.381710946559906,0.381710946559906,0.2836634814739227,0.2836634814739227,0.3019582033157348,0.3019582033157348,1.1701201856340049e-06,1.1701201856340049e-06,1.6119084875754195e-06,1.6119084875754195e-06,0.25,refutes,"True
Question: Is it ethical to clone humans",0.8530840277671814,0.8530840277671814,0.0414886772632598,0.0414886772632598,0.0857969149947166,0.0857969149947166,1.668513078811884e-07,1.668513078811884e-07,5.030142915529723e-07,5.030142915529723e-07,0.2364477782524317,-0.5525517602773823,0.2526572179859135
20,Euthanasia is assisted suicide and suicide is a rejection of the value of the life of the patient and those of everyone who cares about them.,Should euthanasia be legalized?,7,21,refutes,"False

In this argument, the speaker is",0.2287749350070953,0.2287749350070953,0.6517190933227539,0.6517190933227539,0.0968693941831588,0.0968693941831588,4.644376190299226e-07,4.644376190299226e-07,1.2308209988987071e-06,1.2308209988987071e-06,0.25,refutes,"True
Question: Is it ethical to clone humans",0.8530840277671814,0.8530840277671814,0.0414886772632598,0.0414886772632598,0.0857969149947166,0.0857969149947166,1.668513078811884e-07,1.668513078811884e-07,5.030142915529723e-07,5.030142915529723e-07,0.012111618709291724,-0.7318260246814383,0.6366439306289727
21,"Ethically, doctors should not do anything to a patient that will not benefit them.",Should euthanasia be legalized?,1,22,insufficient-neutral,"True

In this case, the argument suggests",0.5819953680038452,0.5819953680038452,0.2623258829116821,0.2623258829116821,0.1319057345390319,0.1319057345390319,3.4451213082320464e-07,3.4451213082320464e-07,8.136288442983641e-07,8.136288442983641e-07,0.25,insufficient-neutral,"True
Question: Is it ethical to clone humans",0.8530840277671814,0.8530840277671814,0.0414886772632598,0.0414886772632598,0.0857969149947166,0.0857969149947166,1.668513078811884e-07,1.668513078811884e-07,5.030142915529723e-07,5.030142915529723e-07,0.050436079576398306,-0.317774862662556,0.23039603227418137
22,"Euthanasia does not necessarily have to be performed by doctors or nurses, and as such the guiding morality doesn't necessarily spring from the hippocratic oath.",Should euthanasia be legalized?,6,23,insufficient-neutral,"True

Argument: ""The hippocratic",0.5832987427711487,0.5832987427711487,0.0074002365581691,0.0074002365581691,0.3946796655654907,0.3946796655654907,3.718851644407551e-07,3.718851644407551e-07,4.556432031677105e-07,4.556432031677105e-07,0.5,insufficient-neutral,"True
Question: Is it ethical to clone humans",0.8530840277671814,0.8530840277671814,0.0414886772632598,0.0414886772632598,0.0857969149947166,0.0857969149947166,1.668513078811884e-07,1.668513078811884e-07,5.030142915529723e-07,5.030142915529723e-07,0.33787104379437644,-0.3162470239914759,-0.821632381499847
23,Legal euthanasia is better than alternatives for those seeking to end their lives.,Should euthanasia be legalized?,6,24,supports,"True

Argument: ""Legal euth",0.972119390964508,0.972119390964508,0.0005951398634351,0.0005951398634351,0.012527372688055,0.012527372688055,5.260002353679738e-07,5.260002353679738e-07,2.347828598203705e-07,2.347828598203705e-07,0.25,supports,"True
Question: Is it ethical to clone humans",0.8530840277671814,0.8530840277671814,0.0414886772632598,0.0414886772632598,0.0857969149947166,0.0857969149947166,1.668513078811884e-07,1.668513078811884e-07,5.030142915529723e-07,5.030142915529723e-07,-0.8539880753424941,0.8102275156896522,-0.9856553666519967
24,Legalised euthanasia is safer than forcing people to seek the alternative option themselves.,Should euthanasia be legalized?,2,25,supports,"True

Argument: ""Legalised e",0.9511730074882508,0.9511730074882508,0.0052718613296747,0.0052718613296747,0.0225448906421661,0.0225448906421661,9.355880479233748e-07,9.355880479233748e-07,4.704432399194048e-07,4.704432399194048e-07,0.25,supports,"True
Question: Is it ethical to clone humans",0.8530840277671814,0.8530840277671814,0.0414886772632598,0.0414886772632598,0.0857969149947166,0.0857969149947166,1.668513078811884e-07,1.668513078811884e-07,5.030142915529723e-07,5.030142915529723e-07,-0.7372295886914534,0.6676536133568055,-0.8729325281636977
25,Badly implemented suicides can cause direct collateral damage.,Should euthanasia be legalized?,6,26,refutes,"True

In this scenario, the argument suggests",0.6547795534133911,0.6547795534133911,0.0690132528543472,0.0690132528543472,0.2564153373241424,0.2564153373241424,4.487427531785215e-07,4.487427531785215e-07,4.629873728845269e-07,4.629873728845269e-07,0.0,refutes,"True
Question: Is it ethical to clone humans",0.8530840277671814,0.8530840277671814,0.0414886772632598,0.0414886772632598,0.0857969149947166,0.0857969149947166,1.668513078811884e-07,1.668513078811884e-07,5.030142915529723e-07,5.030142915529723e-07,0.18663076632304273,-0.2324559690477646,0.02871596290850198
26,Many who might look to end their lives through euthanasia might not end their lives where it is not legal.,Should euthanasia be legalized?,3,27,,"True

Argument: ""Euthanasia",0.6111376881599426,0.6111376881599426,0.0467591397464275,0.0467591397464275,0.3220469355583191,0.3220469355583191,5.592161187450984e-07,5.592161187450984e-07,9.531183309263724e-07,9.531183309263724e-07,0.25,,"True
Question: Is it ethical to clone humans",0.8530840277671814,0.8530840277671814,0.0414886772632598,0.0414886772632598,0.0857969149947166,0.0857969149947166,1.668513078811884e-07,1.668513078811884e-07,5.030142915529723e-07,5.030142915529723e-07,0.2584218150633753,-0.28361372588406886,0.005498591783057383
27,"In this study, of 56 attempted suicides, 55 were from falling and 1 gunshot wound, and many had significant injuries and an increased likeihood of further suicide attempts.",Should euthanasia be legalized?,0,28,insufficient-neutral,"True

In this case, the question is",0.5032778382301331,0.5032778382301331,0.0841061621904373,0.0841061621904373,0.3858765065670013,0.3858765065670013,4.193081508674368e-07,4.193081508674368e-07,8.129872526296822e-07,8.129872526296822e-07,0.0,insufficient-neutral,"True
Question: Is it ethical to clone humans",0.8530840277671814,0.8530840277671814,0.0414886772632598,0.0414886772632598,0.0857969149947166,0.0857969149947166,1.668513078811884e-07,1.668513078811884e-07,5.030142915529723e-07,5.030142915529723e-07,0.3282417183820272,-0.41004892619149513,0.04446216118292283
28,People may be more inclined to favor euthanasia and make less effort to preserve their lives to the end.,Should euthanasia be legalized?,5,29,refutes,"True

Argument: ""People may be more",0.62629634141922,0.62629634141922,0.0159259308129549,0.0159259308129549,0.324918270111084,0.324918270111084,2.916065341196372e-06,2.916065341196372e-06,2.3986899577721488e-06,2.3986899577721488e-06,0.5,refutes,"True
Question: Is it ethical to clone humans",0.8530840277671814,0.8530840277671814,0.0414886772632598,0.0414886772632598,0.0857969149947166,0.0857969149947166,1.668513078811884e-07,1.668513078811884e-07,5.030142915529723e-07,5.030142915529723e-07,0.2615626210832416,-0.26584448772478364,-0.6161378992176724
29,Legalised euthanasia is less stigmatising than suicide or the non-legal alternatives.,Should euthanasia be legalized?,1,30,supports,"True

Argument: ""Legalised e",0.9129174947738647,0.9129174947738647,0.0067557604052126,0.0067557604052126,0.0527246445417404,0.0527246445417404,1.7308619817413271e-06,1.7308619817413271e-06,8.321002269440214e-07,8.321002269440214e-07,0.25,supports,"True
Question: Is it ethical to clone humans",0.8530840277671814,0.8530840277671814,0.0414886772632598,0.0414886772632598,0.0857969149947166,0.0857969149947166,1.668513078811884e-07,1.668513078811884e-07,5.030142915529723e-07,5.030142915529723e-07,-0.3854715575147755,0.4072631865503698,-0.8371661655457223
30,"People should have the right to die with dignity when their dignity is violated by degrading living conditions; 
Therefore, euthanasia is not a violation of dignity of life, on the contrary it's the highest form of respect for it.",Should euthanasia be legalized?,1,31,supports,"True

Argument: ""People should have the",0.966234803199768,0.966234803199768,0.0020646678749471,0.0020646678749471,0.0195890236645936,0.0195890236645936,5.608998776551744e-07,5.608998776551744e-07,1.8861327077956963e-07,1.8861327077956963e-07,0.5,supports,"True
Question: Is it ethical to clone humans",0.8530840277671814,0.8530840277671814,0.0414886772632598,0.0414886772632598,0.0857969149947166,0.0857969149947166,1.668513078811884e-07,1.668513078811884e-07,5.030142915529723e-07,5.030142915529723e-07,-0.771681491510506,0.7701734107798427,-0.9502353892401515
31,"Life has no inherent value, so it cannot be devalued.",Should euthanasia be legalized?,1,32,supports,"True

Argument: ""Life has no inher",0.5734187960624695,0.5734187960624695,0.0943422242999076,0.0943422242999076,0.3117623925209045,0.3117623925209045,3.302795335002884e-07,3.302795335002884e-07,7.270548394444631e-07,7.270548394444631e-07,0.25,supports,"True
Question: Is it ethical to clone humans",0.8530840277671814,0.8530840277671814,0.0414886772632598,0.0414886772632598,0.0857969149947166,0.0857969149947166,1.668513078811884e-07,1.668513078811884e-07,5.030142915529723e-07,5.030142915529723e-07,0.2471720794126198,-0.32782847011764293,0.05514128605778013
32,"The cost of palliative care is extremely high, thus many people who opt for euthanasia are more likely to be poor.",Should euthanasia be legalized?,3,33,refutes,"None

Argument: ""The cost of p",0.2140760570764541,0.2140760570764541,0.0589841529726982,0.0589841529726982,0.7019283175468445,0.7019283175468445,1.0777416719065511e-06,1.0777416719065511e-06,1.6757721823523752e-06,1.6757721823523752e-06,0.5,refutes,"True
Question: Is it ethical to clone humans",0.8530840277671814,0.8530840277671814,0.0414886772632598,0.0414886772632598,0.0857969149947166,0.0857969149947166,1.668513078811884e-07,1.668513078811884e-07,5.030142915529723e-07,5.030142915529723e-07,0.673954630713773,-0.7490563061686129,0.018252758516702067
33,"In 2014, the Lithuanian health minister proposed that ""euthanasia might be needed for poor people who cannot access palliative care"".",Should euthanasia be legalized?,0,34,supports,"None

Argument: ""In",0.4086583256721496,0.4086583256721496,0.0261246524751186,0.0261246524751186,0.5329909324645996,0.5329909324645996,3.843625108856941e-06,3.843625108856941e-06,3.696378144013579e-06,3.696378144013579e-06,0.5,supports,"True
Question: Is it ethical to clone humans",0.8530840277671814,0.8530840277671814,0.0414886772632598,0.0414886772632598,0.0857969149947166,0.0857969149947166,1.668513078811884e-07,1.668513078811884e-07,5.030142915529723e-07,5.030142915529723e-07,0.48916266506287126,-0.520963571734251,-0.370318501374513
34,It is immoral to let people die simply because they cannot afford pain-relieving therapies. Palliative care should be made more accessible instead of legalizing euthanasia.,Should euthanasia be legalized?,1,35,refutes,"False

In this case, the argument suggests",0.0953631550073623,0.0953631550073623,0.5751134753227234,0.5751134753227234,0.3126837611198425,0.3126837611198425,2.1980355313644398e-07,2.1980355313644398e-07,5.397854465627461e-07,5.397854465627461e-07,0.75,refutes,"True
Question: Is it ethical to clone humans",0.8530840277671814,0.8530840277671814,0.0414886772632598,0.0414886772632598,0.0857969149947166,0.0857969149947166,1.668513078811884e-07,1.668513078811884e-07,5.030142915529723e-07,5.030142915529723e-07,0.24817991740184803,-0.8882136437872821,0.556722477243001
35,"Humans have caused irreparable damage to the environment, and are causing constant harm, pain, and suffering to many other living organisms.
 All of this could be avoided if they didn't exist.",Would the world be a better place without humans?,2,36,supports,"True

Argument: ""Humans have",0.989633321762085,0.989633321762085,0.0004502384399529,0.0004502384399529,0.003199387807399,0.003199387807399,2.6093159632978317e-08,2.6093159632978317e-08,4.8748439951396e-08,4.8748439951396e-08,0.3333333333333333,supports,False,0.3135992884635925,0.3135992884635925,0.372408390045166,0.372408390045166,0.2945992648601532,0.2945992648601532,9.527722255597837e-08,9.527722255597837e-08,5.899470920667227e-07,5.899470920667227e-07,-0.9891398649317141,0.9848970461952017,-0.998791008870938
36,"Without humans, animals and plants would be able to live and grow without the risks associated with human generated waste and anthropogenic climate change.",Would the world be a better place without humans?,2,37,supports,"False

Explanation:
The argument",0.2859519422054291,0.2859519422054291,0.4360246360301971,0.4360246360301971,0.2603622078895569,0.2603622078895569,1.1633693475232577e-07,1.1633693475232577e-07,6.240172751859063e-07,6.240172751859063e-07,0.5555555555555556,supports,False,0.3135992884635925,0.3135992884635925,0.372408390045166,0.372408390045166,0.2945992648601532,0.2945992648601532,9.527722255597837e-08,9.527722255597837e-08,5.899470920667227e-07,5.899470920667227e-07,-0.11621569044596464,-0.08816138070215403,0.10136567311600829
37,Global warming would continue to exist; it exists regardless of the impact of humans.,Would the world be a better place without humans?,3,38,refutes,"None

Argument: ""Global warming would",0.4165637791156769,0.4165637791156769,0.0220770705491304,0.0220770705491304,0.5518573522567749,0.5518573522567749,4.922384988503836e-08,4.922384988503836e-08,3.47740467532276e-07,3.47740467532276e-07,0.3333333333333333,refutes,False,0.3135992884635925,0.3135992884635925,0.372408390045166,0.372408390045166,0.2945992648601532,0.2945992648601532,9.527722255597837e-08,9.527722255597837e-08,5.899470920667227e-07,5.899470920667227e-07,0.3646977874861725,0.15000638682558104,-0.9407181171550596
38,The impact of human activity has greatly exacerbated climate change (p. 1).,Would the world be a better place without humans?,4,39,supports,"None

The question is not directly related to",0.2401119023561477,0.2401119023561477,0.1812459677457809,0.1812459677457809,0.558276891708374,0.558276891708374,1.3145267985237297e-07,1.3145267985237297e-07,7.743967671558494e-07,7.743967671558494e-07,0.1111111111111111,supports,False,0.3135992884635925,0.3135992884635925,0.372408390045166,0.372408390045166,0.2945992648601532,0.2945992648601532,9.527722255597837e-08,9.527722255597837e-08,5.899470920667227e-07,5.899470920667227e-07,0.37379834427865505,-0.2343353088187135,-0.5133139515900831
39,"Without humans, a variety of species, habitats, and environments would have been changed by circumstances other than human influence and intervention. 
There is no guarantee that those natural changes would have been necessarily better than the changes caused by humans.",Would the world be a better place without humans?,3,40,refutes,,0.0760496035218238,0.0760496035218238,0.1713804304599762,0.1713804304599762,0.7444426417350769,0.7444426417350769,3.3782509234470126e-08,3.3782509234470126e-08,2.433626207221096e-07,2.433626207221096e-07,0.6666666666666666,refutes,False,0.3135992884635925,0.3135992884635925,0.372408390045166,0.372408390045166,0.2945992648601532,0.2945992648601532,9.527722255597837e-08,9.527722255597837e-08,5.899470920667227e-07,5.899470920667227e-07,0.6377132237971677,-0.7574943365005344,-0.539805130493459
40,The Earth would be able to heal and become a better place because the root cause for ecocide would simply not exist.,Would the world be a better place without humans?,2,41,supports,"True

Argument: ""The Earth would be",0.7900128364562988,0.7900128364562988,0.043198212981224,0.043198212981224,0.1484390199184417,0.1484390199184417,1.2660542836329114e-07,1.2660542836329114e-07,7.740389378341206e-07,7.740389378341206e-07,0.6666666666666666,supports,False,0.3135992884635925,0.3135992884635925,0.372408390045166,0.372408390045166,0.2945992648601532,0.2945992648601532,9.527722255597837e-08,9.527722255597837e-08,5.899470920667227e-07,5.899470920667227e-07,-0.4961324157108608,0.6940749623151241,-0.884003115568946
