,Argument,Debate,Scheme,id,evidence_stance_x,prediction_w_evidence,p_True_w_evidence,p__True_w_evidence,p_False_w_evidence,p__False_w_evidence,p_None_w_evidence,p__None_w_evidence,p_Support_w_evidence,p__Support_w_evidence,p_Refute_w_evidence,p__Refute_w_evidence,targeted_jaccard_sim,evidence_stance_y,prediction_wo_evidence,p_True_wo_evidence,p__True_wo_evidence,p_False_wo_evidence,p__False_wo_evidence,p_None_wo_evidence,p__None_wo_evidence,p_Support_wo_evidence,p__Support_wo_evidence,p_Refute_wo_evidence,p__Refute_wo_evidence,diff_p_None_scaled,diff_p_True_scaled,diff_p_False_scaled
10,"Countries, like Canada, use checks like requiring people to be ""mentally competent"" and ""suffering intolerably"".",Should euthanasia be legalized?,0,11,supports,"False.
Okay, let me try to work through",0.0002257552114315,0.536535918712616,0.0001613399654161,0.2740357220172882,3.4083939681295305e-05,0.0961955860257148,1.106213147750168e-07,7.785505658830516e-06,1.3578078217335589e-08,4.299564352550078e-06,0.25,supports,"False.
Okay, let's see. The user",0.0002052005584118,0.4440423846244812,0.0001274119131267,0.2490852028131485,8.098793477984145e-05,0.2164089679718017,2.9955465663533694e-08,2.792990244415705e-06,8.785910665665142e-09,2.623771706566913e-06,-0.5791479338996669,2.0558871711655542e-05,3.393237567830209e-05
11,The current medical standards in countries with legal euthanasia are too easily attainable.,Should euthanasia be legalized?,0,12,refutes,True,0.0005127619369886,0.4698290526866913,0.0003870530053973,0.3033444285392761,4.806836295756512e-05,0.0720506235957145,3.18860742254401e-07,2.493753709131852e-05,3.691080863177376e-08,7.908488441898953e-06,0.25,refutes,True,0.0002052005584118,0.4440423846244812,0.0001274119131267,0.2490852028131485,8.098793477984145e-05,0.2164089679718017,2.9955465663533694e-08,2.792990244415705e-06,8.785910665665142e-09,2.623771706566913e-06,-0.40647501275054465,0.00030762450329665765,0.00025967417785439006
12,"States such as Oregon have ""Death with Dignity"" regulations that set the standards for a person to become eligible for euthanasia.",Should euthanasia be legalized?,0,13,insufficient-neutral,"False.
None.
Okay, let's see.",0.0003521761973388,0.6075906157493591,0.0001703012676443,0.2416828572750091,2.23386668949388e-05,0.0611069947481155,1.46456812899487e-07,1.292862907575909e-05,1.1606606342695612e-08,2.8847669000242604e-06,0.25,insufficient-neutral,"False.
Okay, let's see. The user",0.0002052005584118,0.4440423846244812,0.0001274119131267,0.2490852028131485,8.098793477984145e-05,0.2164089679718017,2.9955465663533694e-08,2.792990244415705e-06,8.785910665665142e-09,2.623771706566913e-06,-0.7241729035853983,0.0001470058046001937,4.289481982865758e-05
13,Quality of life is something too difficult to compute and can not be valued or 'measured' neither by experts since it involves feelings.,Should euthanasia be legalized?,1,14,refutes,"False.
The question is whether the argument about the",0.0002084168954752,0.2285568863153457,0.0004516817571129,0.3539958298206329,0.0001206224405905,0.195495069026947,2.478740270817071e-07,1.821126716095023e-05,8.803764472986587e-08,2.2487911337520927e-05,0.25,refutes,False,0.0002052005584118,0.4440423846244812,0.0001274119131267,0.2490852028131485,8.098793477984145e-05,0.2164089679718017,2.9955465663533694e-08,2.792990244415705e-06,8.785910665665142e-09,2.623771706566913e-06,3.963771598741575e-05,3.216997193020399e-06,0.00032431116509219277
14,"This is our life, therefore we should be able to decide when to end it.",Should euthanasia be legalized?,1,15,supports,"True.
The question is whether the argument supports the",0.0003714080667123,0.7317827343940735,6.063070395612158e-05,0.1021797657012939,2.8417040084605105e-05,0.0659722164273262,7.295921022887343e-08,6.003252565278672e-06,1.1101586316897284e-08,3.0423004773183493e-06,0.5,supports,False,0.0002052005584118,0.4440423846244812,0.0001274119131267,0.2490852028131485,8.098793477984145e-05,0.2164089679718017,2.9955465663533694e-08,2.792990244415705e-06,8.785910665665142e-09,2.623771706566913e-06,-0.6491200799001194,0.0001662416211739962,-0.5241363035195175
15,The ability to choose when we die is an integral part of our human freedom.,Should euthanasia be legalized?,1,16,supports,True,0.0005281993653625,0.7554726600646973,0.0001040086353896,0.1292461305856704,1.1222396096854936e-05,0.0250555034726858,2.275179440403008e-07,1.8502601960790344e-05,1.2247896030714855e-08,3.3173337214975618e-06,0.0,supports,True,0.0002052005584118,0.4440423846244812,0.0001274119131267,0.2490852028131485,8.098793477984145e-05,0.2164089679718017,2.9955465663533694e-08,2.792990244415705e-06,8.785910665665142e-09,2.623771706566913e-06,-0.8614312597628025,0.0003230651000896418,-0.18368202127086417
16,God gave life so only he can take it.,Should euthanasia be legalized?,4,17,refutes,"False.
The question is about whether euthanasia",0.0001774619304342,0.2479403614997863,0.0006340916734188,0.6635228395462036,6.314310667221434e-06,0.0125386174768209,1.4280946913913797e-07,1.1889207598869689e-05,2.025468859301327e-08,7.324728358071297e-06,0.0,refutes,True,0.0002052005584118,0.4440423846244812,0.0001274119131267,0.2490852028131485,8.098793477984145e-05,0.2164089679718017,2.9955465663533694e-08,2.792990244415705e-06,8.785910665665142e-09,2.623771706566913e-06,-0.9220339340126856,-0.13517813105524623,0.0005067443255560852
17,"Deuteronomy 32:29 states, ""It is I who bring both death and life.""",Should euthanasia be legalized?,4,18,refutes,True,0.0003091980761382,0.5904673337936401,0.0002108547778334,0.2833093106746673,2.071497874567285e-05,0.0500070676207542,7.184779349245218e-08,4.694924882642226e-06,1.0554804141804652e-08,2.781650891847676e-06,0.0,refutes,True,0.0002052005584118,0.4440423846244812,0.0001274119131267,0.2490852028131485,8.098793477984145e-05,0.2164089679718017,2.9955465663533694e-08,2.792990244415705e-06,8.785910665665142e-09,2.623771706566913e-06,-0.7442214225861582,0.00010401886245506115,8.345349767649607e-05
18,"Certain deities (e. g. Moloch, Kukulkan) even fancy human sacrifice.",Should euthanasia be legalized?,0,19,not_applicable,"False.
None.
None.
None.
None.",0.0001661428977968,0.2001051306724548,0.000515769876074,0.4370698034763336,0.0001853457797551,0.2735113203525543,7.499927789922367e-08,3.189050403307192e-06,4.0144222168692074e-08,8.143525519699324e-06,0.0,not_applicable,"True.
I think the answer is None.
Okay",0.0002052005584118,0.4440423846244812,0.0001274119131267,0.2490852028131485,8.098793477984145e-05,0.2164089679718017,2.9955465663533694e-08,2.792990244415705e-06,8.785910665665142e-09,2.623771706566913e-06,0.00010436629738614446,-0.1903389587109136,0.0003884074506836643
19,Euthanasia is a selfish act.,Should euthanasia be legalized?,1,20,refutes,"True.
True.
False.
None.
Okay,",0.0005724832299165,0.3521661758422851,0.0012119469465687,0.5204678773880005,3.35838740284089e-05,0.0312565267086029,1.776141971276957e-07,9.850117749010678e-06,2.9336501228272027e-08,4.405244908411987e-06,0.25,refutes,True,0.0002052005584118,0.4440423846244812,0.0001274119131267,0.2490852028131485,8.098793477984145e-05,0.2164089679718017,2.9955465663533694e-08,2.792990244415705e-06,8.785910665665142e-09,2.623771706566913e-06,-0.5853225036580609,0.00036735805358243225,0.0010846732337338274
20,Euthanasia is assisted suicide and suicide is a rejection of the value of the life of the patient and those of everyone who cares about them.,Should euthanasia be legalized?,7,21,refutes,True,0.0004802719922736,0.2841237187385559,0.0010907982941716,0.5650475025177002,2.299530569871422e-05,0.0229607168585062,2.656309163739934e-07,1.5318175428546965e-05,4.7439325356890556e-08,9.661052899900824e-06,0.25,refutes,"False.
Okay, let's see. The user",0.0002052005584118,0.4440423846244812,0.0001274119131267,0.2490852028131485,8.098793477984145e-05,0.2164089679718017,2.9955465663533694e-08,2.792990244415705e-06,8.785910665665142e-09,2.623771706566913e-06,-0.7160650439942082,0.0002751278902585157,0.0009635091435881997
21,"Ethically, doctors should not do anything to a patient that will not benefit them.",Should euthanasia be legalized?,1,22,insufficient-neutral,False,0.000289068731945,0.356415331363678,0.0003951101389247,0.4796092808246612,1.2310032616369426e-05,0.0254183616489171,1.513707843514567e-07,1.138491825258825e-05,2.461426440447667e-08,6.851564648968633e-06,0.25,insufficient-neutral,"None.

The question is subjective and depends on personal",0.0002052005584118,0.4440423846244812,0.0001274119131267,0.2490852028131485,8.098793477984145e-05,0.2164089679718017,2.9955465663533694e-08,2.792990244415705e-06,8.785910665665142e-09,2.623771706566913e-06,-0.8480016480253119,8.388538686142656e-05,0.0002677323380874016
22,"Euthanasia does not necessarily have to be performed by doctors or nurses, and as such the guiding morality doesn't necessarily spring from the hippocratic oath.",Should euthanasia be legalized?,6,23,insufficient-neutral,"None.
I think the question is not directly related",0.0007359815062955,0.4707782864570617,0.0004941146471537,0.2900380790233612,9.430342470295729e-05,0.101812943816185,2.978113684548589e-07,1.4126889254839624e-05,3.967952366679128e-08,5.98170117882546e-06,0.5,insufficient-neutral,"None.

Okay, let's see. The user",0.0002052005584118,0.4440423846244812,0.0001274119131267,0.2490852028131485,8.098793477984145e-05,0.2164089679718017,2.9955465663533694e-08,2.792990244415705e-06,8.785910665665142e-09,2.623771706566913e-06,1.3316568404489267e-05,0.0005308898867849235,0.00036674946227762697
23,Legal euthanasia is better than alternatives for those seeking to end their lives.,Should euthanasia be legalized?,6,24,supports,True,0.000829997472465,0.7313684821128845,0.0001699467538855,0.1485865265130996,1.8625798475113697e-05,0.0242560803890228,3.631452614172304e-07,2.6472598619875495e-05,2.2238705099653092e-08,4.287902356736595e-06,0.25,supports,,0.0002052005584118,0.4440423846244812,0.0001274119131267,0.2490852028131485,8.098793477984145e-05,0.2164089679718017,2.9955465663533694e-08,2.792990244415705e-06,8.785910665665142e-09,2.623771706566913e-06,-0.7700176140341609,0.0006249251490427492,4.254026089482553e-05
24,Legalised euthanasia is safer than forcing people to seek the alternative option themselves.,Should euthanasia be legalized?,2,25,supports,"True.

The question is whether euthanasia should",0.000797122134827,0.7361086010932922,0.000160684925504,0.1427011638879776,1.7610722352401353e-05,0.024413289502263,4.443336365511641e-07,3.728190131369047e-05,1.7228684257020177e-08,4.487610567593947e-06,0.25,supports,True,0.0002052005584118,0.4440423846244812,0.0001274119131267,0.2490852028131485,8.098793477984145e-05,0.2164089679718017,2.9955465663533694e-08,2.792990244415705e-06,8.785910665665142e-09,2.623771706566913e-06,-0.7825512849503503,0.000592043063982533,3.3277252295678605e-05
25,Badly implemented suicides can cause direct collateral damage.,Should euthanasia be legalized?,6,26,refutes,"False.
None.

I need to determine if the",0.0003493957919999,0.395321786403656,0.0005245052161626,0.4341760277748108,3.653946259873919e-05,0.0676315799355506,1.343810396292611e-07,9.83446261670906e-06,2.4568388212742324e-08,5.305294507707004e-06,0.0,refutes,True,0.0002052005584118,0.4440423846244812,0.0001274119131267,0.2490852028131485,8.098793477984145e-05,0.2164089679718017,2.9955465663533694e-08,2.792990244415705e-06,8.785910665665142e-09,2.623771706566913e-06,-0.5488283199458229,0.00014422482860346623,0.0003971439039004825
26,Many who might look to end their lives through euthanasia might not end their lives where it is not legal.,Should euthanasia be legalized?,3,27,,"True.

The question asks whether euthanasia should",0.0008545614546164,0.5773555040359497,0.0002545891329646,0.2058624476194381,3.527196531649679e-05,0.047392226755619,4.800876922672614e-07,3.287708750576712e-05,3.3445132885390194e-08,5.624606728815706e-06,0.25,,"None.
Okay, so I need to figure out",0.0002052005584118,0.4440423846244812,0.0001274119131267,0.2490852028131485,8.098793477984145e-05,0.2164089679718017,2.9955465663533694e-08,2.792990244415705e-06,8.785910665665142e-09,2.623771706566913e-06,-0.5644787657275061,0.0006494941727715379,0.00012719342579561776
27,"In this study, of 56 attempted suicides, 55 were from falling and 1 gunshot wound, and many had significant injuries and an increased likeihood of further suicide attempts.",Should euthanasia be legalized?,0,28,insufficient-neutral,False,6.819881673436612e-05,0.1794096678495407,0.0003490585077088,0.4653532803058624,0.0001023785443976,0.2735670804977417,2.8250747519109612e-08,2.226769993285416e-06,1.6034034544532005e-08,4.325875579525018e-06,0.0,insufficient-neutral,,0.0002052005584118,0.4440423846244812,0.0001274119131267,0.2490852028131485,8.098793477984145e-05,0.2164089679718017,2.9955465663533694e-08,2.792990244415705e-06,8.785910665665142e-09,2.623771706566913e-06,2.1392342139368518e-05,-0.6676479963689789,0.00022167483859737773
28,People may be more inclined to favor euthanasia and make less effort to preserve their lives to the end.,Should euthanasia be legalized?,5,29,refutes,"True.
Okay, let's break this down.",0.0006290003075264,0.3692139983177185,0.0006049036746844,0.3634898662567138,7.93460858403705e-05,0.0863364115357399,4.262439858848666e-07,2.11895185202593e-05,6.188788859162743e-08,8.902384251996409e-06,0.5,refutes,True,0.0002052005584118,0.4440423846244812,0.0001274119131267,0.2490852028131485,8.098793477984145e-05,0.2164089679718017,2.9955465663533694e-08,2.792990244415705e-06,8.785910665665142e-09,2.623771706566913e-06,-0.02027275968863965,0.00042388673090848575,0.0004775526074490337
29,Legalised euthanasia is less stigmatising than suicide or the non-legal alternatives.,Should euthanasia be legalized?,1,30,supports,True,0.0010752829257398,0.6213899850845337,0.000398677017074,0.208139568567276,4.687697946792469e-05,0.0409851148724556,5.630716941595892e-07,3.196732359356247e-05,3.8920923373098055e-08,6.101070084696403e-06,0.25,supports,True,0.0002052005584118,0.4440423846244812,0.0001274119131267,0.2490852028131485,8.098793477984145e-05,0.2164089679718017,2.9955465663533694e-08,2.792990244415705e-06,8.785910665665142e-09,2.623771706566913e-06,-0.42118564209155823,0.0008702609453599519,0.00027129967075738184
30,"People should have the right to die with dignity when their dignity is violated by degrading living conditions; 
Therefore, euthanasia is not a violation of dignity of life, on the contrary it's the highest form of respect for it.",Should euthanasia be legalized?,1,31,supports,"True.
I think the question is not clearly formulated",0.000540692708455,0.6932188868522644,0.000158584662131,0.1752731800079345,3.1227169529302046e-05,0.0494380705058574,1.575875785420067e-07,9.30313217395451e-06,1.0978280506890314e-08,2.3338950541074155e-06,0.5,supports,"False.
But I think that the question is not",0.0002052005584118,0.4440423846244812,0.0001274119131267,0.2490852028131485,8.098793477984145e-05,0.2164089679718017,2.9955465663533694e-08,2.792990244415705e-06,8.785910665665142e-09,2.623771706566913e-06,-0.6144219553913759,0.0003355610073492893,3.1176721290004586e-05
31,"Life has no inherent value, so it cannot be devalued.",Should euthanasia be legalized?,1,32,supports,"True.
Wait, the user wants me to answer",0.0004439625772647,0.3646443784236908,0.0006822715513408,0.5062585473060608,2.210359525633976e-05,0.0339172072708606,1.9730397582407025e-07,1.1557131983863655e-05,2.7765883814367956e-08,6.23460528004216e-06,0.25,supports,True,0.0002052005584118,0.4440423846244812,0.0001274119131267,0.2490852028131485,8.098793477984145e-05,0.2164089679718017,2.9955465663533694e-08,2.792990244415705e-06,8.785910665665142e-09,2.623771706566913e-06,-0.7270754549251511,0.0002388110230081762,0.0005549303429507474
32,"The cost of palliative care is extremely high, thus many people who opt for euthanasia are more likely to be poor.",Should euthanasia be legalized?,3,33,refutes,True,0.0002871847827918,0.3249335289001465,0.0005535631789825,0.4802206158638,5.108870391268283e-05,0.086098812520504,1.1440630487413729e-07,7.89615478424821e-06,2.3517031877418052e-08,4.9800423767010216e-06,0.5,refutes,True,0.0002052005584118,0.4440423846244812,0.0001274119131267,0.2490852028131485,8.098793477984145e-05,0.2164089679718017,2.9955465663533694e-08,2.792990244415705e-06,8.785910665665142e-09,2.623771706566913e-06,-0.3691812977875907,8.200105104146403e-05,0.00042620556952279815
33,"In 2014, the Lithuanian health minister proposed that ""euthanasia might be needed for poor people who cannot access palliative care"".",Should euthanasia be legalized?,0,34,supports,True,0.000251770048635,0.5533957481384277,0.0001326734927715,0.2455678731203079,2.5519775590510108e-05,0.0797242224216461,2.5913914214470424e-07,2.8692655178019777e-05,1.4449307528252577e-08,4.539836936601205e-06,0.5,supports,False,0.0002052005584118,0.4440423846244812,0.0001274119131267,0.2490852028131485,8.098793477984145e-05,0.2164089679718017,2.9955465663533694e-08,2.792990244415705e-06,8.785910665665142e-09,2.623771706566913e-06,-0.6848941060185895,4.6579048269915275e-05,5.2622501181548945e-06
34,It is immoral to let people die simply because they cannot afford pain-relieving therapies. Palliative care should be made more accessible instead of legalizing euthanasia.,Should euthanasia be legalized?,1,35,refutes,False,0.0002999908756464,0.4030746519565582,0.0004433577996678,0.5095341205596924,1.38132336360286e-05,0.0238312296569347,3.292788619546627e-08,2.2374001673597377e-06,9.507989062740307e-09,2.021322643486201e-06,0.75,refutes,True,0.0002052005584118,0.4440423846244812,0.0001274119131267,0.2490852028131485,8.098793477984145e-05,0.2164089679718017,2.9955465663533694e-08,2.792990244415705e-06,8.785910665665142e-09,2.623771706566913e-06,-0.8294408460522095,9.480977225280915e-05,0.0003159861469406032
35,"Humans have caused irreparable damage to the environment, and are causing constant harm, pain, and suffering to many other living organisms.
 All of this could be avoided if they didn't exist.",Would the world be a better place without humans?,2,36,supports,True,0.000435122201452,0.7506928443908691,0.0001480428618378,0.1623487174510955,2.3241496819537133e-05,0.0300314910709857,1.1477784944702309e-08,6.490888608823298e-07,3.814657478784511e-09,5.508745744009502e-07,0.3333333333333333,supports,False,0.0002149816427845,0.5524482727050781,0.0001366506330668,0.2821629643440246,2.3196236725198105e-05,0.0713419690728187,2.2254107889807532e-08,2.685159415705129e-06,6.451065903689823e-09,1.7336692508251872e-06,4.526114422724395e-08,0.00022018789502289333,1.1393785739034256e-05
36,"Without humans, animals and plants would be able to live and grow without the risks associated with human generated waste and anthropogenic climate change.",Would the world be a better place without humans?,2,37,supports,True,0.0002482543059159,0.5946353673934937,0.0001615421642782,0.2638678550720215,1.914331551233772e-05,0.0473088957369327,3.3386328368578695e-08,3.1250606298272032e-06,1.1052732951100095e-08,2.530751089580008e-06,0.5555555555555556,supports,False. The world is not a better place without,0.0002149816427845,0.5524482727050781,0.0001366506330668,0.2821629643440246,2.3196236725198105e-05,0.0713419690728187,2.2254107889807532e-08,2.685159415705129e-06,6.451065903689823e-09,1.7336692508251872e-06,-0.17472322173957178,3.3279817681276676e-05,2.4894933119770955e-05
37,Global warming would continue to exist; it exists regardless of the impact of humans.,Would the world be a better place without humans?,3,38,refutes,True,0.0001548394793644,0.362290471792221,0.0002870270691346,0.5029904842376709,1.5694755347794853e-05,0.0467854067683219,2.4440412360604572e-08,2.2787774014432216e-06,1.4255967073495412e-08,3.394228542674682e-06,0.3333333333333333,refutes,"False. Humans have made significant contributions to science,",0.0002149816427845,0.5524482727050781,0.0001366506330668,0.2821629643440246,2.3196236725198105e-05,0.0713419690728187,2.2254107889807532e-08,2.685159415705129e-06,6.451065903689823e-09,1.7336692508251872e-06,-0.32339217202652454,-0.27975487879394045,0.0001503969879114094
38,The impact of human activity has greatly exacerbated climate change (p. 1).,Would the world be a better place without humans?,4,39,supports,True,0.000262922985712,0.6347101330757141,0.0001498090132372,0.2193499654531479,1.7477663277531974e-05,0.0459782481193542,2.2213722417063764e-08,1.4918041415512562e-06,6.854661283028918e-09,1.4918041415512562e-06,0.1111111111111111,supports,"True.
I think the answer is False. Humans",0.0002149816427845,0.5524482727050781,0.0001366506330668,0.2821629643440246,2.3196236725198105e-05,0.0713419690728187,2.2254107889807532e-08,2.685159415705129e-06,6.451065903689823e-09,1.7336692508251872e-06,-0.24653022451068696,4.795165165234646e-05,1.3160178517125638e-05
39,"Without humans, a variety of species, habitats, and environments would have been changed by circumstances other than human influence and intervention. 
There is no guarantee that those natural changes would have been necessarily better than the changes caused by humans.",Would the world be a better place without humans?,3,40,refutes,True,9.337504889117554e-05,0.3279730379581451,0.0001730899966787,0.4081690311431885,5.237865480012261e-05,0.1573631763458252,9.44193256913195e-09,8.73496787789918e-07,7.889029873808795e-09,2.283448338857852e-06,0.6666666666666666,refutes,"True.
The question is asking whether the world would",0.0002149816427845,0.5524482727050781,0.0001366506330668,0.2821629643440246,2.3196236725198105e-05,0.0713419690728187,2.2254107889807532e-08,2.685159415705129e-06,6.451065903689823e-09,1.7336692508251872e-06,2.91830950129048e-05,-0.5656603620580957,3.644434375454575e-05
40,The Earth would be able to heal and become a better place because the root cause for ecocide would simply not exist.,Would the world be a better place without humans?,2,41,supports,"True.
The given question is whether the world would",0.0004779619339387,0.6836190819740295,0.0002240162575617,0.2020774185657501,3.9851343899499625e-05,0.05789615213871,1.7710567234985323e-08,1.078726427294896e-06,6.566453603085165e-09,9.898950565911946e-07,0.6666666666666666,supports,True,0.0002149816427845,0.5524482727050781,0.0001366506330668,0.2821629643440246,2.3196236725198105e-05,0.0713419690728187,2.2254107889807532e-08,2.685159415705129e-06,6.451065903689823e-09,1.7336692508251872e-06,1.6655493519071962e-05,0.00026303683924601396,8.737756469443133e-05
41,The universe would be better without humans because humans are naturally selfish.,Would the world be a better place without humans?,1,42,supports,"True.

Wait, I'm not sure. Let",0.0003558530879672,0.66902756690979,0.0001329725928371,0.1745262742042541,1.8137026927433908e-05,0.0441271513700485,6.389705475839946e-08,4.805833668797277e-06,1.9110579785319718e-08,3.5994032714370405e-06,0.6666666666666666,supports,True,0.0002149816427845,0.5524482727050781,0.0001366506330668,0.2821629643440246,2.3196236725198105e-05,0.0713419690728187,2.2254107889807532e-08,2.685159415705129e-06,6.451065903689823e-09,1.7336692508251872e-06,-0.21810476663520037,0.0001409017364694774,-0.026915647203054272
